"","X","abv","ibu","id","name","style","brewery_id","ounces"
"360",1180,0.048,11,2459,"Blackberry Wheat","American Pale Wheat Ale",87,16
"361",1188,0.072,100,664,"Elevated IPA","American IPA",332,16
"362",1197,0.064,66,1396,"Laughing Dog IPA","American IPA",218,12
"363",1198,0.064,95,1675,"Madra Allta","American IPA",345,12
"364",1199,0.056,70,1249,"Duluchan India Pale Ale","American IPA",345,12
"365",1209,0.057,42,1688,"American Hero","American Amber / Red Ale",298,12
"366",1211,0.065,75,1686,"Irregardless IPA","American IPA",298,12
"367",1212,0.057,40,2434,"Peach Pale Ale","American Pale Ale (APA)",104,12
"368",1215,0.057,47,2329,"Peacemaker Pale Ale","American Pale Ale (APA)",149,12
"369",1219,0.046,30,1924,"Long Trail Ale","American Amber / Red Ale",268,12
"370",1227,0.062,65,1309,"Face Plant IPA","American IPA",430,12
"371",1240,0.051,32,961,"Mac's Scottish Style Amber Ale (2000)","American Amber / Red Ale",485,12
"372",1244,0.043,18,2209,"Sol Drifter","American Blonde Ale",91,12
"373",1248,0.05,40,1815,"SPRYE","American Pale Ale (APA)",91,12
"374",1249,0.069,70,1126,"Psychopathy","American IPA",91,12
"375",1251,0.06,30,1124,"Happy Amber","American Amber / Red Ale",91,12
"376",1264,0.05,18,1484,"Summer Paradise","American Pale Wheat Ale",356,12
"377",1267,0.085,85,1334,"Dreamin' Double IPA","American Double / Imperial IPA",356,12
"378",1268,0.099,93,1674,"Chaotic Double IPA","American Double / Imperial IPA",346,12
"379",1269,0.08,88,1673,"Manzanita IPA","American IPA",346,12
"380",1270,0.06,25,1672,"Riverwalk Blonde Ale","American Blonde Ale",346,12
"381",1272,0.066,44,1670,"Manzanita Pale Ale","American Pale Ale (APA)",346,12
"382",1282,0.05,35,2197,"Rubberneck Red","American Amber / Red Ale",161,16
"383",1288,0.065,60,1831,"Our Legacy IPA","American IPA",299,12
"384",1290,0.065,60,1135,"Our Legacy IPA","American IPA",299,16
"385",1296,0.05,12,773,"Blueberry Blonde Ale","American Blonde Ale",299,12
"386",1306,0.06,24,690,"Sobrehumano Palena'ole","American Amber / Red Ale",375,12
"387",1308,0.068,68,435,"Flyin' HI.P.Hay","American IPA",375,12
"388",1309,0.055,15,313,"Mana Wheat","American Pale Wheat Ale",375,12
"389",1312,0.062,65,31,"Big Swell IPA","American IPA",375,12
"390",1315,0.037,53,1047,"Back in the Saddle Rye Pale Ale","American Pale Ale (APA)",448,12
"391",1319,0.072,75,2186,"Tsunami IPA","American IPA",203,19.2
"392",1320,0.072,75,2185,"Tsunami IPA","American IPA",203,12
"393",1321,0.042,22,2184,"Humpback Blonde Ale","American Blonde Ale",203,12
"394",1323,0.052,23,2177,"Volcano Red Ale","American Amber / Red Ale",203,12
"395",1324,0.054,42,2176,"Mauna Kea Pale Ale","American Pale Ale (APA)",203,12
"396",1327,0.071,62,1506,"Miami Vice IPA","American IPA",393,12
"397",1328,0.053,16,1325,"Big Rod Coconut Ale","American Blonde Ale",393,12
"398",1330,0.063,61,2093,"Pleasure Town","American IPA",223,12
"399",1331,0.063,61,1814,"Pleasure Town IPA","American IPA",223,12
"400",1334,0.057,70,434,"Sockeye Red IPA","American IPA",223,12
"401",1335,0.08,100,2668,"Habitus (2014)","American Double / Imperial IPA",3,16
"402",1336,0.075,85,2667,"Solis","American IPA",3,16
"403",1338,0.08,100,2664,"Habitus","American Double / Imperial IPA",3,16
"404",1354,0.087,80,1884,"Hop Freak","American Double / Imperial IPA",284,16
"405",1355,0.051,24,1272,"Louie's Demise Amber Ale","American Amber / Red Ale",284,16
"406",1356,0.075,51,1080,"Hop Happy","American IPA",284,16
"407",1360,0.051,24,171,"Louie’s Demise Immort-Ale (2010)","American Amber / Red Ale",284,16
"408",1375,0.068,66,2441,"Mission IPA","American IPA",98,32
"409",1376,0.048,44,1460,"El Conquistador Extra Pale Ale","American Pale Ale (APA)",98,32
"410",1377,0.092,75,1459,"Shipwrecked Double IPA","American Double / Imperial IPA",98,32
"411",1385,0.075,85,2159,"City of the Sun","American IPA",209,16
"412",1386,0.068,75,2157,"Booming Rollers","American IPA",209,16
"413",1387,0.052,50,2156,"Oneida","American Pale Ale (APA)",209,16
"414",1388,0.067,75,2154,"Aurora ","American Amber / Red Ale",209,16
"415",1390,0.047,46,1494,"Fortunate Islands","American Pale Wheat Ale",209,16
"416",1392,0.065,115,1492,"Blazing World","American Amber / Red Ale",209,16
"417",1397,0.056,28,1907,"Montauk Summer Ale","American Blonde Ale",276,12
"418",1401,0.047,14,1052,"Honey Wheat","American Pale Wheat Ale",326,12
"419",1407,0.052,21,2237,"Towhead","American Blonde Ale",188,12
"420",1408,0.07,70,2208,"Lil' Helper","American IPA",188,12
"421",1418,0.053,10,421,"Mustang Golden Ale","American Blonde Ale",366,12
"422",1419,0.053,14,420,"Washita Wheat","American Pale Wheat Ale",366,12
"423",1424,0.042,24,1093,"Narragansett Summer Ale","American Pale Wheat Ale",143,12
"424",1426,0.042,24,403,"Narragansett Summer Ale","American Pale Wheat Ale",143,16
"425",1432,0.085,86,1265,"Old Grogham Imperial India Pale Ale","American Double / Imperial IPA",387,16
"426",1433,0.085,86,747,"Old Grogham Imperial India Pale Ale (2012)","American Double / Imperial IPA",387,16
"427",1437,0.065,65,1148,"Nebraska India Pale Ale","American IPA",337,12
"428",1440,0.057,29,1145,"Cardinal Pale Ale","American Pale Ale (APA)",337,12
"429",1443,0.045,40,2475,"Slow Ride","American IPA",82,12
"430",1444,0.065,70,2230,"Ranger IPA","American IPA",82,12
"431",1451,0.052,18,1586,"Fat Tire Amber Ale","American Amber / Red Ale",82,12
"432",1453,0.052,18,748,"Fat Tire Amber Ale (2011)","American Amber / Red Ale",82,12
"433",1455,0.065,70,564,"Ranger IPA","American IPA",82,16
"434",1456,0.052,18,563,"Fat Tire Amber Ale","American Amber / Red Ale",82,16
"435",1457,0.065,70,115,"Ranger IPA (Current)","American IPA",82,12
"436",1459,0.052,18,71,"Fat Tire Amber Ale (2008)","American Amber / Red Ale",82,12
"437",1465,0.088,85,320,"Gandhi-Bot Double IPA (12 oz.)","American Double / Imperial IPA",410,12
"438",1467,0.088,85,42,"Gandhi-Bot Double IPA (16 oz.) (2010)","American Double / Imperial IPA",410,16
"439",1478,0.056,30,2042,"Kadigan","American Blonde Ale",241,12
"440",1479,0.052,50,2041,"Dammit Jim!","American Amber / Red Ale",241,12
"441",1487,0.051,31,1622,"Jam Session","American Pale Ale (APA)",359,16
"442",1488,0.072,80,1621,"Hop Drop 'N Roll IPA","American IPA",359,16
"443",1493,0.045,50,2692,"Get Together","American IPA",0,16
"444",1501,0.063,42,1226,"Three Skulls Ale Pale Ale","American Pale Ale (APA)",450,16
"445",1507,0.061,66,1258,"5 Day IPA","American IPA",442,12
"446",1509,0.067,70,2331,"Watershed IPA","American IPA",150,12
"447",1510,0.054,24,1669,"Oakshire Amber Ale","American Amber / Red Ale",150,12
"448",1512,0.067,70,999,"Watershed IPA (2013)","American IPA",150,12
"449",1516,0.048,35,2069,"Slow Ride","American Pale Ale (APA)",184,12
"450",1531,0.05,45,602,"Boji Blue Pale Ale","American Pale Ale (APA)",471,16
"451",1551,0.049,35,2302,"Pinner Throwback IPA","American IPA",166,12
"452",1559,0.065,65,1444,"Dale's Pale Ale","American Pale Ale (APA)",166,12
"453",1560,0.065,65,1252,"Dale's Pale Ale","American Pale Ale (APA)",166,12
"454",1564,0.065,65,955,"Dale's Pale Ale","American Pale Ale (APA)",166,19.2
"455",1566,0.065,65,892,"Dale's Pale Ale (10 Year Anniversary)","American Pale Ale (APA)",166,12
"456",1567,0.065,65,828,"Dale's Pale Ale (2012)","American Pale Ale (APA)",166,12
"457",1568,0.087,85,806,"Gordon Imperial Red (2010)","American Double / Imperial IPA",166,12
"458",1569,0.065,65,755,"Dale's Pale Ale (2011)","American Pale Ale (APA)",166,12
"459",1570,0.065,65,754,"Dale's Pale Ale (2010)","American Pale Ale (APA)",166,12
"460",1571,0.087,85,726,"G'KNIGHT (16 oz.)","American Double / Imperial IPA",166,16
"461",1576,0.09,60,391,"One Hit Wonder","American Double / Imperial IPA",166,12
"462",1577,0.087,85,388,"G'KNIGHT (12 oz.)","American Double / Imperial IPA",166,12
"463",1580,0.099,100,6,"GUBNA Imperial IPA","American Double / Imperial IPA",166,12
"464",1582,0.087,85,4,"Gordon Ale (2009)","American Double / Imperial IPA",166,12
"465",1583,0.065,65,1,"Dale's Pale Ale","American Pale Ale (APA)",166,12
"466",1584,0.092,85,805,"Gordon (2005)","American Double / Imperial IPA",503,12
"467",1590,0.065,65,745,"Dale's Pale Ale (2008)","American Pale Ale (APA)",503,12
"468",1591,0.065,65,744,"Dale's Pale Ale (2006)","American Pale Ale (APA)",503,12
"469",1592,0.065,65,743,"Dale's Pale Ale (2004)","American Pale Ale (APA)",503,12
"470",1593,0.065,65,742,"Dale's Pale Ale (2003)","American Pale Ale (APA)",503,12
"471",1594,0.065,65,741,"Dale's Pale Ale (2002)","American Pale Ale (APA)",503,12
"472",1596,0.087,60,733,"Gordon Beer (2006)","American Double / Imperial IPA",503,12
"473",1597,0.087,85,1533,"G'KNIGHT","American Double / Imperial IPA",389,12
"474",1599,0.08,85,1328,"Deviant Dale's IPA","American Double / Imperial IPA",389,16
"475",1601,0.065,65,1166,"Dale's Pale Ale","American Pale Ale (APA)",389,19.2
"476",1602,0.065,65,1065,"Dale's Pale Ale","American Pale Ale (APA)",389,12
"477",1604,0.055,55,1946,"Overgrown American Pale Ale","American Pale Ale (APA)",261,12
"478",1605,0.04,39,1961,"Ozark American Pale Ale","American Pale Ale (APA)",259,12
"479",1609,0.053,48,697,"Stimulator Pale Ale","American Pale Ale (APA)",441,16
"480",1613,0.042,35,1805,"Rodeo Rye Pale Ale","American Pale Ale (APA)",307,12
"481",1614,0.062,65,1048,"Outlaw IPA","American IPA",307,12
"482",1616,0.048,35,890,"Payette Pale Ale","American Pale Ale (APA)",307,12
"483",1620,0.05,61,1930,"Summer Session Ale","American Pale Wheat Ale",266,12
"484",1623,0.065,77,2175,"Mound Builder IPA","American IPA",205,12
"485",1624,0.062,62,2168,"Amazon Princess IPA","American IPA",205,12
"486",1628,0.048,15,2632,"Gold","American Blonde Ale",13,12
"487",1630,0.065,65,2630,"98 Problems (Cuz A Hop Ain't One)","American IPA",13,12
"488",1631,0.05,40,2629,"Veteran’s Pale Ale (VPA)","American Pale Ale (APA)",13,12
"489",1632,0.05,35,2628,"Grapefruit IPA","American IPA",13,12
"490",1641,0.059,25,1404,"North 45 Amber Ale","American Amber / Red Ale",11,16
"491",1643,0.067,74,1402,"Mind's Eye PA","American IPA",11,16
"492",1644,0.061,60,2312,"Camelback","American IPA",157,12
"493",1647,0.07,75,1384,"Elephant Rock IPA","American IPA",355,12
"494",1653,0.045,18,1335,"Float Trip Ale","American Blonde Ale",314,16
"495",1656,0.055,20,521,"McKinney Eddy Amber Ale","American Amber / Red Ale",314,16
"496",1657,0.07,70,479,"Missouri Mule India Pale Ale","American IPA",314,16
"497",1659,0.069,51,1760,"GreyBeard™ IPA","American IPA",324,12
"498",1660,0.057,31,1759,"Pisgah Pale Ale","American Pale Ale (APA)",324,12
"499",1665,0.054,45,2553,"Mazzie","American Pale Ale (APA)",55,12
"500",1669,0.059,14,2360,"Morning Wood Wheat (Current)","American Pale Wheat Ale",135,12
"501",1673,0.057,68,711,"Over the Rail Pale Ale","American Pale Ale (APA)",135,12
"502",1675,0.059,14,130,"Morning Wood Wheat (Current)","American Pale Wheat Ale",135,12
"503",1681,0.058,60,2229,"Pride of Texas Pale Ale","American Pale Ale (APA)",176,12
"504",1685,0.051,21,1718,"Firemans #4 Blonde Ale (2013)","American Blonde Ale",128,12
"505",1688,0.06,50,1086,"Four Squared (2015)","American Blonde Ale",128,12
"506",1689,0.051,21,830,"Firemans #4 Blonde Ale (2015)","American Blonde Ale",128,12
"507",1691,0.062,55,938,"Gangway IPA","American IPA",475,12
"508",1693,0.051,17,2516,"Farmer's Daughter Blonde","American Blonde Ale",68,16
"509",1694,0.055,45,2515,"Pump House IPA","American IPA",68,16
"510",1699,0.065,44,945,"Long Hammer IPA","American IPA",487,16
"511",1700,0.065,44,583,"Long Hammer IPA","American IPA",487,12
"512",1701,0.058,27,339,"Copper Hook (2011)","American Amber / Red Ale",487,12
"513",1706,0.05,40,2414,"Consilium","American Pale Ale (APA)",110,12
"514",1708,0.07,100,1176,"Redacted Rye IPA","American IPA",110,16
"515",1709,0.099,100,1006,"Elevation Triple India Pale Ale","American Double / Imperial IPA",110,12
"516",1710,0.05,25,1005,"5:00 O'Clock Afternoon Ale","American Blonde Ale",110,16
"517",1711,0.07,100,636,"Ryeteous Rye IPA (2012)","American IPA",110,16
"518",1720,0.055,40,2576,"Fist City","American Pale Ale (APA)",44,12
"519",1726,0.065,70,415,"Anti-Hero IPA","American IPA",44,12
"520",1728,0.057,42,2452,"Hustle","American Amber / Red Ale",93,12
"521",1729,0.055,42,2451,"Pure Fury","American Pale Ale (APA)",93,12
"522",1730,0.06,60,2132,"Dad","American Amber / Red Ale",93,12
"523",1733,0.043,45,1935,"Zen","American Pale Ale (APA)",93,12
"524",1734,0.072,75,1852,"Truth","American IPA",93,12
"525",1735,0.048,25,1851,"Cougar","American Blonde Ale",93,12
"526",1741,0.05,55,1771,"Lil SIPA","American IPA",321,16
"527",1742,0.055,60,1654,"Hop Bomber Rye Pale Ale","American Pale Ale (APA)",321,16
"528",1743,0.05,100,2579,"Jah Mon","American IPA",43,12
"529",1768,0.07,80,1576,"RoughTail IPA","American IPA",376,16
"530",1777,0.056,35,1479,"1881 California Red","American Amber / Red Ale",397,12
"531",1781,0.056,35,882,"1881 California Red Ale","American Amber / Red Ale",397,16
"532",1783,0.068,66,1867,"Saint Archer IPA","American IPA",288,12
"533",1784,0.052,40,1865,"Saint Archer Pale Ale","American Pale Ale (APA)",288,12
"534",1788,0.091,99,2063,"Count Hopula (Vault Series)","American Double / Imperial IPA",30,16
"535",1790,0.05,15,1934,"SunSpot Golden Ale","American Blonde Ale",30,12
"536",1793,0.055,20,1073,"Epicenter Amber Ale","American Amber / Red Ale",30,12
"537",1795,0.07,85,1071,"Hop Shock IPA","American IPA",30,12
"538",1797,0.055,45,850,"Devil’s Ale","American Pale Ale (APA)",30,12
"539",1800,0.055,45,764,"American Idiot Ale (2012)","American Pale Ale (APA)",30,12
"540",1801,0.07,85,317,"Hop Shock IPA (2010)","American IPA",30,12
"541",1803,0.055,45,285,"Devil’s Ale (2010)","American Pale Ale (APA)",30,12
"542",1804,0.055,20,124,"Epicenter Amber Ale (2010)","American Amber / Red Ale",30,12
"543",1807,0.089,88,2002,"Giant DIPA","American Double / Imperial IPA",252,16
"544",1817,0.05,11,1477,"Oval Beach Blonde Ale","American Blonde Ale",398,16
"545",1821,0.05,45,1324,"Schlafly Yakima Wheat Ale","American Pale Wheat Ale",428,12
"546",1823,0.045,30,1078,"Schlafly IPA","American IPA",428,12
"547",1828,0.074,60,1302,"Blur India Pale Ale","American IPA",432,12
"548",1831,0.07,105,918,"Frankenlou's IPA","American IPA",494,16
"549",1835,0.077,40,1767,"Seventh Son Hopped Red Ale","American Amber / Red Ale",183,16
"550",1836,0.06,53,1766,"Humulus Nimbus Super Pale Ale","American Pale Ale (APA)",183,16
"551",1837,0.07,68,1765,"Golden Ratio IPA","American IPA",183,16
"552",1840,0.069,65,1539,"Monkey Fist IPA","American IPA",385,12
"553",1845,0.072,65,2239,"Torpedo","American IPA",83,12
"554",1848,0.056,37,1905,"Sierra Nevada Pale Ale","American Pale Ale (APA)",83,16
"555",1849,0.048,26,1338,"Old Chico Crystal Wheat","American Pale Wheat Ale",83,12
"556",1851,0.072,65,426,"Torpedo","American IPA",83,16
"557",1852,0.056,37,400,"Sierra Nevada Pale Ale","American Pale Ale (APA)",83,12
"558",1861,0.065,62,2090,"Bengali","American IPA",46,24
"559",1862,0.047,50,1962,"Sensi Harvest","American Pale Ale (APA)",46,12
"560",1863,0.099,111,1696,"Hi-Res","American Double / Imperial IPA",46,12
"561",1865,0.067,74,1591,"Autumnation (2013)","American IPA",46,16
"562",1869,0.064,62,1385,"Bengali Tiger","American IPA",46,16
"563",1872,0.052,11,630,"Apollo","American Pale Wheat Ale",46,16
"564",1874,0.091,103,628,"Resin","American Double / Imperial IPA",46,12
"565",1880,0.064,62,422,"Bengali Tiger (2011)","American IPA",46,16
"566",1883,0.068,65,1521,"Modus Hoperandi","American IPA",264,12
"567",1892,0.068,65,67,"Modus Hoperandi","American IPA",264,12
"568",1893,0.058,39,1792,"Iron Butt Red Ale","American Amber / Red Ale",313,12
"569",1894,0.071,92,1609,"Initial Point India Pale Ale","American IPA",313,12
"570",1898,0.06,70,2305,"Homefront IPA","American IPA",163,12
"571",1904,0.084,90,894,"Odyssey Imperial IPA","American Double / Imperial IPA",371,12
"572",1906,0.07,113,24,"113 IPA","American IPA",371,12
"573",1910,0.051,40,20,"Phoenix Pale Ale","American Pale Ale (APA)",371,12
"574",1911,0.07,88,2407,"Rule G IPA","American IPA",115,12
"575",1912,0.058,35,2406,"Murphy's Law","American Amber / Red Ale",115,12
"576",1915,0.06,55,1606,"Snow King Pale Ale","American Pale Ale (APA)",191,12
"577",1919,0.052,32,402,"Snake River Pale Ale","American Pale Ale (APA)",191,12
"578",1920,0.068,60,393,"Pako’s EyePA","American IPA",191,12
"579",1923,0.063,100,1596,"Dagger Falls IPA","American IPA",309,12
"580",1924,0.063,100,1595,"Dagger Falls IPA","American IPA",309,12
"581",1933,0.052,32,1151,"Hell-Diver Pale Ale","American Pale Ale (APA)",309,12
"582",1934,0.046,12,1150,"Woolybugger Wheat","American Pale Wheat Ale",309,12
"583",1937,0.063,100,879,"Dagger Falls IPA","American IPA",309,12
"584",1939,0.055,40,1971,"Texas Pale Ale (TPA)","American IPA",257,16
"585",1944,0.055,65,1282,"Nice Rack IPA","American IPA",436,16
"586",1945,0.075,72,2362,"2014 IPA Cicada Series","American IPA",133,16
"587",1946,0.077,65,2346,"Sinister Minister Black IPA","American IPA",133,16
"588",1948,0.058,60,2297,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",133,12
"589",1949,0.05,20,2296,"Suzy B Dirty Blonde Ale","American Blonde Ale",133,12
"590",1950,0.08,80,1745,"Mississippi Fire Ant","American Amber / Red Ale",133,16
"591",1952,0.05,20,1118,"Suzy B Dirty Blonde Ale","American Blonde Ale",133,16
"592",1953,0.058,60,1117,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",133,16
"593",1954,0.065,45,2387,"Pine Belt Pale Ale","American Pale Ale (APA)",118,12
"594",1957,0.085,110,1728,"Red Cockaded Ale","American Double / Imperial IPA",118,12
"595",1958,0.092,100,1497,"Valkyrie Double IPA","American Double / Imperial IPA",118,12
"596",1959,0.085,110,1011,"Red Cockaded Ale (2013)","American Double / Imperial IPA",118,12
"597",1961,0.05,20,856,"Bombshell Blonde","American Blonde Ale",118,16
"598",1962,0.099,100,853,"PRO-AM (2012) (2012)","American Double / Imperial IPA",118,12
"599",1966,0.065,45,45,"Pine Belt Pale Ale","American Pale Ale (APA)",118,16
"600",1967,0.05,20,44,"Bombshell Blonde","American Blonde Ale",118,12
"601",1968,0.047,35,2486,"Baby Daddy Session IPA","American IPA",78,12
"602",1987,0.065,52,1205,"Northern Lights India Pale Ale","American IPA",383,16
"603",1989,0.065,52,368,"Northern Lights India Pale Ale","American IPA",383,12
"604",1990,0.065,65,2386,"Third Eye Enlightened Pale Ale","American Pale Ale (APA)",119,12
"605",1993,0.065,65,90,"Third Eye Pale Ale","American IPA",119,12
"606",1996,0.054,33,2270,"Point Cascade Pale Ale (2013)","American Pale Ale (APA)",131,12
"607",1999,0.063,64,2150,"Beyond The Pale IPA","American IPA",131,12
"608",2005,0.052,7,1225,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,16
"609",2006,0.05,7,816,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,12
"610",2007,0.05,7,772,"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",131,12
"611",2012,0.05,7,141,"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",131,12
"612",2013,0.054,33,140,"Point Cascade Pale Ale","American Pale Ale (APA)",131,12
"613",2016,0.051,31,953,"Wisco Disco","American Amber / Red Ale",486,16
"614",2023,0.072,70,637,"Monkeynaut IPA","American IPA",412,12
"615",2028,0.053,49,2352,"Extra Pale Ale","American Pale Ale (APA)",138,12
"616",2030,0.047,55,2473,"Hopvale Organic Ale","American Pale Ale (APA)",58,16
"617",2031,0.083,100,2415,"Unchained #18 Hop Silo","American Double / Imperial IPA",58,16
"618",2040,0.064,75,2001,"Fistful Of Hops Red","American IPA",25,16
"619",2041,0.063,75,2000,"Fistful of Hops Orange","American IPA",25,16
"620",2042,0.064,75,1999,"Fistful Of Hops Blue","American IPA",25,16
"621",2043,0.064,75,1996,"Fistful of Hops Green","American IPA",25,16
"622",2047,0.075,77,1420,"Grapefruit Jungle (GFJ)","American IPA",25,16
"623",2048,0.056,50,1389,"Osiris Pale Ale","American Pale Ale (APA)",25,16
"624",2062,0.091,91,651,"Isis","American Double / Imperial IPA",25,16
"625",2064,0.075,77,532,"Grapefruit Jungle (GFJ) (2011)","American IPA",25,16
"626",2069,0.056,50,54,"Osiris Pale Ale (2010)","American Pale Ale (APA)",25,16
"627",2075,0.073,69,1112,"Overrated! West Coast Style IPA","American IPA",61,16
"628",2076,0.075,90,329,"WET","American IPA",61,16
"629",2081,0.097,120,15,"Abrasive Ale","American Double / Imperial IPA",61,16
"630",2084,0.062,99,12,"Furious","American IPA",61,16
"631",2085,0.073,50,1242,"Big Nose","American IPA",447,12
"632",2087,0.056,35,1240,"Stump Knocker Pale Ale","American Pale Ale (APA)",447,12
"633",2095,0.08,95,1229,"Dodgy Knight Imperial IPA","American Double / Imperial IPA",449,12
"634",2097,0.05,44,663,"TailGate IPA","American IPA",449,24
"635",2098,0.05,44,662,"TailGate IPA","American IPA",449,12
"636",2100,0.05,19,622,"Blacktop Blonde","American Blonde Ale",449,24
"637",2101,0.05,19,362,"Blacktop Blonde","American Blonde Ale",449,12
"638",2108,0.068,110,1017,"Ethos IPA","American IPA",45,16
"639",2112,0.05,20,676,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,16
"640",2115,0.05,20,412,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,12
"641",2117,0.072,93,104,"Oasis (2010)","American Double / Imperial IPA",45,16
"642",2120,0.063,60,101,"Tallgrass IPA","American IPA",45,16
"643",2124,0.07,80,544,"Old Elephant Foot IPA","American IPA",490,16
"644",2135,0.047,42,1082,"RecreationAle","American Pale Ale (APA)",469,12
"645",2144,0.08,120,1111,"Heady Topper","American Double / Imperial IPA",272,16
"646",2145,0.08,120,379,"Heady Topper","American Double / Imperial IPA",272,16
"647",2146,0.046,20,1200,"Bomber Mountain Amber Ale (2013)","American Amber / Red Ale",457,12
"648",2147,0.07,75,1199,"Indian Paintbrush IPA","American IPA",457,12
"649",2149,0.059,15,1197,"Wagon Box Wheat Beer","American Pale Wheat Ale",457,12
"650",2153,0.052,16,1748,"Bronx Summer Pale Ale","American Pale Ale (APA)",329,16
"651",2155,0.063,50,1037,"Bronx Pale Ale","American Pale Ale (APA)",329,16
"652",2156,0.052,35,2594,"Surfrider","American Pale Ale (APA)",33,16
"653",2160,0.099,101,1561,"Double Trunk","American Double / Imperial IPA",33,16
"654",2161,0.046,45,1749,"Just IPA","American IPA",328,12
"655",2169,0.048,18,2347,"Hunny Do Wheat","American Pale Wheat Ale",142,12
"656",2174,0.04,18,2319,"Knotty Blonde Ale","American Blonde Ale",153,12
"657",2176,0.062,82,2316,"Hoodoo Voodoo IPA","American IPA",153,12
"658",2178,0.06,50,1912,"40 Mile IPA","American IPA",273,12
"659",2179,0.055,64,2617,"Citra Faced","American Pale Wheat Ale",21,16
"660",2181,0.054,37,2615,"Pale","American Pale Ale (APA)",21,16
"661",2191,0.085,115,1449,"Overlord Imperial IPA","American Double / Imperial IPA",17,16
"662",2192,0.058,36,951,"Alloy","American IPA",17,16
"663",2197,0.07,60,1755,"Juke Joint IPA","American IPA",152,12
"664",2200,0.045,18,529,"Tin Roof Blonde Ale","American Blonde Ale",152,12
"665",2201,0.055,37,495,"Voodoo Bengal Pale Ale","American Pale Ale (APA)",152,12
"666",2202,0.045,28,494,"Perfect Tin Amber","American Amber / Red Ale",152,12
"667",2203,0.073,87,1856,"IPA & a Half","American IPA",291,12
"668",2207,0.062,72,1938,"Almanac IPA","American IPA",265,12
"669",2209,0.06,30,1936,"Farmer's Tan Red Ale","American Amber / Red Ale",265,12
"670",2214,0.075,93,2444,"Nugget Nectar","American Amber / Red Ale",97,16
"671",2217,0.075,85,1509,"Perpetual IPA","American IPA",97,12
"672",2218,0.055,52,433,"Greenville Pale Ale","American Pale Ale (APA)",539,12
"673",2219,0.062,65,641,"Hoppy Boy","American IPA",520,16
"674",2221,0.075,63,2458,"Chupahopra","American IPA",38,12
"675",2223,0.041,41,2235,"Day Hike Session","American IPA",190,12
"676",2224,0.048,48,1661,"Trailhead ISA","American IPA",190,12
"677",2225,0.052,27,1660,"Immersion Amber","American Amber / Red Ale",190,12
"678",2226,0.062,70,1659,"Evo IPA","American IPA",190,12
"679",2228,0.062,70,1173,"Evolutionary IPA (2012)","American IPA",190,12
"680",2229,0.057,36,560,"Persnickety Pale","American Pale Ale (APA)",190,12
"681",2231,0.052,27,518,"Immersion Amber Ale (2011)","American Amber / Red Ale",190,12
"682",2232,0.062,70,505,"Evolutionary IPA (2011)","American IPA",190,12
"683",2233,0.048,48,482,"Trailhead India Style Session Ale (2011)","American IPA",190,12
"684",2235,0.063,69,2497,"Wobble","American IPA",74,16
"685",2239,0.051,36,1121,"Sidekick Extra Pale Ale","American Pale Ale (APA)",74,12
"686",2253,0.04,42,1925,"Trader Session IPA","American IPA",159,12
"687",2254,0.073,83,1723,"Hop Nosh IPA","American IPA",159,12
"688",2255,0.04,17,1212,"SUM'R","American Blonde Ale",159,12
"689",2257,0.073,82,1089,"Hop Notch IPA (2013)","American IPA",159,12
"690",2258,0.04,34,1088,"Cutthroat Pale Ale","American Pale Ale (APA)",159,12
"691",2259,0.04,29,974,"WYLD Extra Pale Ale","American Pale Ale (APA)",159,12
"692",2261,0.06,75,2372,"The Green Room","American IPA",126,16
"693",2271,0.085,90,2507,"Double Duckpin","American Double / Imperial IPA",71,12
"694",2275,0.045,50,2190,"Campside Session IPA","American IPA",202,16
"695",2286,0.099,90,1315,"Upslope Imperial India Pale Ale","American Double / Imperial IPA",51,19.2
"696",2297,0.065,70,381,"Upstate I.P.W.","American IPA",546,12
"697",2299,0.09,75,1825,"Squatters Hop Rising Double IPA","American Double / Imperial IPA",302,12
"698",2304,0.09,75,1680,"Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",302,12
"699",2316,0.073,85,1603,"Good Vibes IPA","American IPA",322,12
"700",2318,0.04,37,1846,"Wachusett Light IPA","American IPA",295,12
"701",2319,0.06,55,1845,"Green Monsta IPA","American IPA",295,12
"702",2320,0.056,50,1844,"Wachusett IPA","American IPA",295,12
"703",2322,0.085,85,1418,"Larry Imperial IPA","American Double / Imperial IPA",295,12
"704",2325,0.04,37,1029,"Wachusett Light IPA (2013)","American IPA",295,12
"705",2328,0.06,55,618,"Green Monsta IPA","American IPA",295,12
"706",2330,0.052,67,2450,"Self Starter","American IPA",94,16
"707",2341,0.068,65,575,"Westbrook IPA","American IPA",384,12
"708",2344,0.058,55,1550,"Charlie in the Rye","American IPA",351,12
"709",2348,0.075,89,2343,"O’Malley’s IPA","American IPA",132,12
